0 0  0 1
578 -0.2956413523  -0.3762543208 -0.8780825001
579 -0.2966250996  -0.3869400768 -0.8730927369
580 -0.2865942454  -0.4203241384 -0.8609247105
581 -0.2507023993  -0.452359011 -0.8558736076
582 -0.2331727654  -0.4356890393 -0.8693707624
583 -0.2062600636  -0.420981489 -0.8833070656
584 -0.1935425196  -0.4601063393 -0.8665122328
585 -0.2022754289  -0.4575752957 -0.865857667
586 -0.1579138904  -0.4639080328 -0.8716952107
587 -0.1124246889  -0.4737803652 -0.8734373789
588 -0.1235449626  -0.4762455085 -0.8705899482
589 -0.123581011  -0.4666062077 -0.8757890046
590 -0.08058008219  -0.486620824 -0.8698890872
591 -0.06596574566  -0.4615421819 -0.8846622716
592 -0.06374895973  -0.4458069581 -0.8928562181
593 -0.07436183479  -0.4643554958 -0.8825215527
594 -0.04466904786  -0.4420928617 -0.8958563377
595 -0.05362867229  -0.4586642071 -0.8869899158
596 -0.05343663177  -0.4480823301 -0.8923938323
597 -0.06400442052  -0.4537550146 -0.8888249664
598 -0.01735820076  -0.447203488 -0.8942637939
599 0.03025765609  -0.4439020885 -0.895564297
600 0.0732477843  -0.4428117318 -0.8936176656
601 0.107575057  -0.4552344326 -0.8838490926
602 0.1430076056  -0.4423265139 -0.8853790599
603 0.132416742  -0.4303603558 -0.8928918023
604 0.1700576762  -0.438459155 -0.8825156974
605 0.1817570588  -0.4591478383 -0.8695674983
606 0.2090736632  -0.4369599595 -0.8748452418
607 0.2405806308  -0.4261736025 -0.872064803
608 0.2323897381  -0.4202886654 -0.8771273838
609 0.2219967875  -0.4179437195 -0.8809315942
610 0.2243671526  -0.3802289201 -0.8972654842
611 0.215468922  -0.3818564027 -0.8987540439
612 0.2316126783  -0.3417384309 -0.9108075604
613 0.2322024837  -0.3559684883 -0.905189727
614 0.2165745001  -0.352328065 -0.9104726358
615 0.2532372282  -0.3373355266 -0.9066838748
616 0.2466376097  -0.345877833 -0.9052836098
617 0.2621735227  -0.3148799604 -0.9122037352
618 0.3072819366  -0.3025650241 -0.90223734
619 0.2916599178  -0.3038316402 -0.9069844689
620 0.2783192683  -0.2850488877 -0.9172161777
621 0.267936239  -0.2501739174 -0.9303887268
622 0.284461378  -0.2669462345 -0.9207721935
623 0.2881610811  -0.2303498648 -0.9294633565
624 0.3023803738  -0.2479837009 -0.9203641636
625 0.2887740978  -0.2382089342 -0.9272896118
626 0.2760612653  -0.2351666724 -0.9319263995
627 0.2741044431  -0.2545544509 -0.9273989356
628 0.2927539613  -0.2193669128 -0.9306843051
629 0.2733855575  -0.1986144673 -0.9411761952
630 0.2803084044  -0.1527309175 -0.9476816265
631 0.3042134104  -0.1198054984 -0.945040128
632 0.2866932692  -0.09010850993 -0.953775354
633 0.3052842964  -0.05076765425 -0.9509070111
634 0.29926284  -0.06317075881 -0.9520773119
635 0.3015931974  -0.02313890708 -0.9531558814
636 0.2759184596  -0.0008201246731 -0.9611806964
637 0.2951536122  -0.01158153262 -0.9553796174
638 0.2807013253  0.03233973655 -0.9592501798
639 0.2976445949  0.05479695556 -0.9531028217
640 0.3083131978  0.08556315371 -0.9474291101
641 0.3317843346  0.1205379795 -0.9356226541
642 0.3038692991  0.1291047522 -0.9439255331
643 0.3293477759  0.1362750492 -0.9343228315
644 0.3325526246  0.1152300793 -0.9360185793
645 0.3341369803  0.1035410004 -0.9368200145
646 0.3313802877  0.09278661601 -0.9389237183
647 0.30901844  0.1231208085 -0.943052952
648 0.2776664229  0.1466006371 -0.9494259375
649 0.2425124246  0.1637758512 -0.9562244477
650 0.2647595751  0.1909844261 -0.9452128418
651 0.2311504647  0.2154984053 -0.9487517589
652 0.1977811898  0.2189592744 -0.9554786429
653 0.2140539255  0.224184946 -0.9507481406
654 0.2233334666  0.2387737667 -0.9450445762
655 0.2063087154  0.2139540198 -0.9548090864
656 0.2368111459  0.2216064862 -0.9459445261
657 0.1998218864  0.2364584438 -0.9508725562
658 0.1742849931  0.2769881525 -0.9449350795
659 0.1593392948  0.3102556171 -0.9372045888
660 0.1713411249  0.3009375554 -0.9381251551
661 0.1759195053  0.2815403551 -0.9432854054
662 0.182830394  0.304771042 -0.9347126077
663 0.1854247518  0.2934567164 -0.9378170488
664 0.1414087157  0.313028109 -0.9391575896
665 0.1478103607  0.3313508573 -0.9318576644
666 0.163264639  0.3219967743 -0.9325570948
667 0.1282881631  0.3448891667 -0.9298352596
668 0.1360950607  0.3681510839 -0.9197515501
669 0.09285201294  0.3615066089 -0.9277345932
670 0.05337505035  0.3474210562 -0.9361889306
671 0.01358114047  0.3338255931 -0.9425370157
672 0.03522197147  0.3541282228 -0.9345333673
673 0.04659323  0.3719605571 -0.9270784297
674 0.06583889723  0.3593516779 -0.930876797
675 0.0390056733  0.3333149466 -0.9420083353
676 0.002552452111  0.3309508423 -0.9436445437
677 -0.01756972561  0.366159344 -0.9303862851
678 -0.03618954017  0.3913224147 -0.9195417799
679 -0.03124182707  0.3729660094 -0.9273188794
680 -0.05078564127  0.3369811658 -0.9401406876
681 -0.05011054239  0.3102641 -0.9493287743
682 -0.08844817158  0.3052228795 -0.9481644977
683 -0.1286755576  0.2864288994 -0.9494214483
684 -0.1329021823  0.3084320586 -0.9419164905
685 -0.1384416393  0.3269692485 -0.9348395708
686 -0.1771448723  0.3258032253 -0.9286936807
687 -0.2046866626  0.3461096665 -0.9155935064
688 -0.2467055089  0.3541711372 -0.9020527687
689 -0.2793701712  0.3640142726 -0.8885076909
690 -0.3028418768  0.3835080253 -0.8724725739
691 -0.3237758544  0.3940600418 -0.860166193
692 -0.3537294006  0.3580033864 -0.8641233051
693 -0.3948431323  0.3503924047 -0.849307991
694 -0.4110065266  0.3647942076 -0.8354632375
695 -0.4225638079  0.3756688326 -0.8248107398
696 -0.4442172829  0.3338801009 -0.831381431
697 -0.4588898188  0.2813940704 -0.8427559026
698 -0.4649925868  0.2372797019 -0.8529245203
699 -0.4524316197  0.2024077771 -0.868525602
700 -0.4502710609  0.1601201954 -0.8784176084
701 -0.4261419157  0.1576988872 -0.8908053259
702 -0.3977756348  0.1269009601 -0.9086642343
703 -0.3894297344  0.1417687385 -0.9100802749
704 -0.3790146764  0.1077129397 -0.9191005373
705 -0.3784440318  0.1257364588 -0.9170444142
706 -0.414511208  0.1161501551 -0.9026015732
707 -0.4182180799  0.07148764206 -0.9055292125
708 -0.4141271678  0.02600828247 -0.9098473818
709 -0.4343928367  0.04106287507 -0.8997870324
710 -0.4102112311  0.03243571964 -0.911413556
711 -0.4200279589  -0.01941415008 -0.9073034798
712 -0.3965998319  -0.01928376382 -0.9177890334
713 -0.363517911  -0.03513017854 -0.9309245936
714 -0.389780433  -0.06766621405 -0.9184184763
715 -0.3556525793  -0.08399745717 -0.930836006
716 -0.3383541223  -0.1224035059 -0.9330240456
717 -0.316801185  -0.1071922762 -0.9424154207
718 -0.3349116506  -0.1130472746 -0.9354434777
719 -0.3036994878  -0.1193804934 -0.9452591808
720 -0.3289071515  -0.1369412288 -0.9343806428
721 -0.3240556421  -0.1207884259 -0.9382953144
722 -0.3426767687  -0.1501394986 -0.9273784358
723 -0.3648793188  -0.1669372634 -0.9159667203
724 -0.328902867  -0.1803455999 -0.9269834781
725 -0.3414185177  -0.1976538549 -0.9188940904
726 -0.3332955842  -0.1839021023 -0.9247129665
727 -0.3524191161  -0.2027244901 -0.9136211183
728 -0.3184027514  -0.2133162177 -0.9236427227
729 -0.3131885352  -0.1972824766 -0.9289739318
730 -0.3140423104  -0.2405645204 -0.9184259027
731 -0.2852069406  -0.2545342848 -0.924050485
732 -0.2787078962  -0.2393588461 -0.9300694874
733 -0.2895079186  -0.2475923475 -0.9245989371
734 -0.3027717005  -0.2749918648 -0.9125287785
735 -0.2803402632  -0.27261084 -0.9203763723
736 -0.2594091705  -0.2544167184 -0.9316539141
737 -0.2443963636  -0.29690506 -0.923102271
738 -0.216018121  -0.2876647194 -0.9330515423
739 -0.2194398523  -0.3210426853 -0.9212913467
740 -0.2351319089  -0.3491142176 -0.9071010134
741 -0.2493517041  -0.3503792086 -0.9028057033
742 -0.2134488472  -0.3558210833 -0.9098521563
743 -0.2052428559  -0.3947916746 -0.8955528481
744 -0.2069188458  -0.3813048903 -0.900994546
745 -0.1637284341  -0.3799317459 -0.9104091763
746 -0.1671847418  -0.3610236627 -0.9174481877
747 -0.1485370943  -0.3924067837 -0.9077189255
748 -0.157268607  -0.4223887538 -0.8926669737
749 -0.1345292193  -0.4044975851 -0.90459029
750 -0.1422599464  -0.4115337111 -0.900223368
751 -0.1024183751  -0.413523761 -0.9047146376
752 -0.1111854799  -0.4308050016 -0.8955695616
753 -0.105121329  -0.4560607835 -0.8837183193
754 -0.09891061607  -0.4841006821 -0.869403945
755 -0.07287775082  -0.4631314835 -0.8832882103
756 -0.06200197557  -0.440268153 -0.8957230088
757 -0.07001908138  -0.4377642078 -0.8963592062
758 -0.0206532598  -0.4368625884 -0.8992911218
759 0.02579784179  -0.447748016 -0.8937875506
760 0.06021581344  -0.4731611842 -0.8789155532
761 0.07569871125  -0.4930474278 -0.8667029128
762 0.08403126675  -0.5155291796 -0.8527417025
763 0.08939455071  -0.4804305686 -0.8724649466
764 0.1282862679  -0.4573881041 -0.8799652014
765 0.1288283366  -0.4795679158 -0.8679964711
766 0.1533130296  -0.4523769154 -0.878550079
767 0.1477297951  -0.4671346882 -0.8717574724
768 0.179283512  -0.4361638197 -0.8818268224
769 0.1982955597  -0.455468015 -0.8678869502
770 0.1848036896  -0.4435418081 -0.8769938773
771 0.2136395113  -0.4568278762 -0.8635198033
772 0.2386599554  -0.4210105103 -0.875095181
773 0.2283951982  -0.4269634036 -0.8749502188
774 0.2439905754  -0.3916376221 -0.8871801238
775 0.2375423283  -0.3692362929 -0.8984643578
776 0.2793150446  -0.3637098843 -0.8886496643
777 0.3159193188  -0.3757378354 -0.8712152794
778 0.3407192768  -0.3371999601 -0.8776141301
779 0.3744032307  -0.3099385574 -0.8739338141
780 0.3861661999  -0.3241704641 -0.8635908616
781 0.4273947438  -0.3061338267 -0.8506561074
782 0.4566453484  -0.2657398532 -0.8490331891
783 0.4955817079  -0.2659810903 -0.8268330124
784 0.4901301456  -0.2236256684 -0.8424749259
785 0.4676123352  -0.2015454439 -0.8606498348
786 0.5016486411  -0.1875860867 -0.8444880704
787 0.4943098802  -0.1918786034 -0.8478445281
788 0.513592021  -0.1541161691 -0.8440802345
789 0.5149496204  -0.1067293985 -0.8505502478
790 0.5348834588  -0.1071134716 -0.8381088174
791 0.5253129147  -0.06294158569 -0.848578045
792 0.5482327417  -0.04059110386 -0.8353401841
793 0.5452829362  0.00822489064 -0.8382117099
794 0.5350871277  0.0563800701 -0.8429134318
795 0.5247331533  0.05571103857 -0.8494418156
796 0.5475571371  0.09519519109 -0.8313357067
797 0.5501804484  0.08545821095 -0.8306614042
798 0.5685878928  0.1159968399 -0.8144031811
799 0.5594767434  0.156686609 -0.8139011489
800 0.5643757467  0.2077922191 -0.7989383019
801 0.5805960363  0.2224091697 -0.7832256404
802 0.5547043344  0.244235863 -0.7953942071
803 0.5270712179  0.2849486446 -0.8006248817
804 0.4859257511  0.3011791811 -0.8204677113
805 0.4512193777  0.322590575 -0.8320675418
806 0.4184039134  0.3524625167 -0.8370832334
807 0.3807137741  0.3787595069 -0.8435628359
808 0.3734989526  0.4107291661 -0.8317452041
809 0.338309065  0.4381880833 -0.8327893973
810 0.3246277435  0.4307525596 -0.8420623852
811 0.3028357757  0.4648523508 -0.8319872505
812 0.2611339571  0.4750371577 -0.8403265765
813 0.2361780749  0.4627259836 -0.8544615738
814 0.2438181534  0.4830628208 -0.8409536368
815 0.2176424952  0.5175135413 -0.8275333702
816 0.1656429612  0.530970849 -0.8310429393
817 0.1391863599  0.5588202437 -0.8175249797
818 0.1383679421  0.5719263439 -0.8085509074
819 0.09531692668  0.557043907 -0.8249950116
820 0.04749412276  0.5734577722 -0.8178572564
821 0.03000191024  0.5510180126 -0.8339538567
822 0.03470105784  0.5460930218 -0.8370055246
823 0.03200122695  0.5310267651 -0.8467505513
824 -0.006031085272  0.5132507487 -0.8582175103
825 -0.02599729313  0.4897035794 -0.8715013168
826 -0.03134228521  0.4640299879 -0.8852648369
827 -0.05878358967  0.4815909213 -0.8744224803
828 -0.0551792535  0.4757095895 -0.8778699428
829 -0.09174040697  0.4561788388 -0.8851466346
830 -0.1293292698  0.4782171873 -0.8686669452
831 -0.1517359053  0.4392311638 -0.8854672212
832 -0.1572812143  0.4552475823 -0.8763630859
833 -0.1973882634  0.4491861255 -0.8713608312
834 -0.2436421387  0.4412554939 -0.8636736058
835 -0.247127609  0.4485087961 -0.8589341096
836 -0.2426491453  0.4256556364 -0.8717446137
837 -0.2305170932  0.4115933454 -0.8817328324
838 -0.2614216765  0.3738514893 -0.8898841334
839 -0.298300133  0.3405507991 -0.8916513803
840 -0.2944204508  0.3477312826 -0.8901682724
841 -0.3310515238  0.3473515909 -0.87735498
842 -0.3289196211  0.3492129915 -0.8774178989
843 -0.3680264571  0.3493328774 -0.8616977821
844 -0.3940622479  0.3662109547 -0.8429735947
845 -0.4225961672  0.347031288 -0.8372465375
846 -0.4388864724  0.3510499641 -0.8271291236
847 -0.4794785072  0.3295919357 -0.8133077629
848 -0.4713455388  0.3058210671 -0.8272284195
849 -0.4764282563  0.3137764049 -0.821316312
850 -0.4789513578  0.3241211708 -0.8158131303
851 -0.4951061543  0.2758446618 -0.8238808279
852 -0.5271649626  0.266673878 -0.8068346454
853 -0.5201395792  0.2316447096 -0.822067848
854 -0.5133871564  0.1945242896 -0.8358193156
855 -0.5034842861  0.1564726265 -0.8497175359
856 -0.5334027782  0.1505488879 -0.8323559987
857 -0.551365843  0.1081254958 -0.8272270452
858 -0.5817076405  0.07662000247 -0.8097812027
859 -0.5760849181  0.08111640058 -0.8133549635
860 -0.5485099713  0.04442917695 -0.8349627894
861 -0.5617670772  0.04997428448 -0.8257846704
862 -0.583967904  0.04639118724 -0.8104500878
863 -0.5572574103  0.04045645407 -0.8293536363
864 -0.5681146476  -0.007382763536 -0.8229163032
865 -0.5405503256  -0.03432512971 -0.8406111651
866 -0.5134754553  -0.06358365296 -0.8557453335
867 -0.5151907697  -0.1119715363 -0.8497298664
868 -0.5334018506  -0.1408968141 -0.8340446952
869 -0.5474761636  -0.1728322696 -0.8187788815
870 -0.5473496349  -0.1698458583 -0.8194881095
871 -0.5594345  -0.1732908695 -0.8105574099
872 -0.5704089518  -0.1776115189 -0.8019275379
873 -0.5649111131  -0.2238537903 -0.7942070982
874 -0.5808940657  -0.2331003709 -0.7798886469
875 -0.5894549883  -0.2375191964 -0.7720929012
876 -0.5589651559  -0.2475377171 -0.7913804604
877 -0.5403875624  -0.244114181 -0.8052263961
878 -0.5498946479  -0.2728746834 -0.7894018516
879 -0.5581749709  -0.313065823 -0.7683947503
880 -0.5529896351  -0.3535447496 -0.7544591265
881 -0.5520196053  -0.389009831 -0.7375267499
882 -0.5239701045  -0.4306394898 -0.7348502973
883 -0.4834723067  -0.467640497 -0.7399776308
884 -0.4421426202  -0.4791009245 -0.7582692184
885 -0.4086418747  -0.477171404 -0.7780226664
886 -0.3922472695  -0.5144526366 -0.7625487291
887 -0.3929552637  -0.5462767645 -0.7397079541
888 -0.3736884529  -0.5879641644 -0.7173946484
889 -0.3347185658  -0.590337763 -0.7344826801
890 -0.3396025006  -0.6003841907 -0.7240227656
891 -0.3340931044  -0.606739355 -0.7212829907
892 -0.3182583846  -0.6434714399 -0.696172469
893 -0.2722112247  -0.6461175879 -0.7130449577
894 -0.2222328761  -0.6627600352 -0.7150955772
895 -0.2106703576  -0.6836376807 -0.6987542643
896 -0.157329406  -0.6967238907 -0.6998737587
897 -0.1105564748  -0.6971168141 -0.7083822509
898 -0.07219522748  -0.691763727 -0.7185059465
899 -0.05008434026  -0.673865501 -0.7371545601
900 -0.03866934645  -0.690248305 -0.722538552
901 -0.0329471132  -0.6828128394 -0.7298500627
902 -0.02846690711  -0.6839060567 -0.7290144997
903 -0.02174844644  -0.7024982943 -0.7113530429
904 0.01691247964  -0.7137488807 -0.7001974745
905 0.02350348581  -0.7271732566 -0.6860514857
906 0.05534372441  -0.7457981618 -0.663869094
907 0.09372338553  -0.7270641 -0.6801424274
908 0.1298766492  -0.737592756 -0.6626378968
909 0.1432025739  -0.7461049385 -0.6502464484
910 0.1699166646  -0.7590409078 -0.6284785019
911 0.1774220956  -0.7512311323 -0.6357461647
912 0.2129078932  -0.7265481276 -0.6532978244
913 0.2173990598  -0.7185334431 -0.6606416123
914 0.224946908  -0.7023259833 -0.6753792281
915 0.269357994  -0.6942925265 -0.6673860642
916 0.2989607035  -0.664657853 -0.6847280016
917 0.3307132006  -0.6321097194 -0.7007610731
918 0.3380167298  -0.6324292985 -0.6969776702
919 0.3795093448  -0.6347287148 -0.6731211747
920 0.4017728312  -0.6369873653 -0.6578948917
921 0.4224127672  -0.5979814756 -0.6811648912
922 0.4432088611  -0.5988847812 -0.6670104379
923 0.4677872333  -0.6087545192 -0.6407753426
924 0.4811319522  -0.5731917848 -0.6632972353
925 0.4854665032  -0.5422904368 -0.685742923
926 0.5089041132  -0.537985572 -0.6720030714
927 0.5433631738  -0.5205749886 -0.6586031753
928 0.5855671525  -0.4969906359 -0.6403994204
929 0.6039700114  -0.4558857396 -0.6537495069
930 0.6164293627  -0.4528694133 -0.6441460513
931 0.6502231606  -0.4261723729 -0.6289570335
932 0.6646270836  -0.4196645306 -0.6181848603
933 0.6736016488  -0.4050681002 -0.6182076131
934 0.6700745334  -0.3774676647 -0.639154349
935 0.6975261071  -0.3664838445 -0.6157490735
936 0.7239053786  -0.3312733879 -0.6051602641
937 0.7421157391  -0.2815165467 -0.6082866624
938 0.7677112452  -0.2472575254 -0.5911710075
939 0.7636778622  -0.2074012181 -0.6113761996
940 0.7776206031  -0.160933617 -0.6077882597
941 0.7942020773  -0.1482381369 -0.5892949306
942 0.7937238625  -0.1322914146 -0.5937182933
943 0.7947794989  -0.08617764457 -0.6007486677
944 0.8038039353  -0.03984173244 -0.5935586492
945 0.7957479589  -0.02130857051 -0.6052529478
946 0.804789187  -0.01153031985 -0.5934487477
947 0.8180590849  0.02381618082 -0.5746408645
948 0.8001068677  0.06523732783 -0.596299498
949 0.7973353803  0.1126681944 -0.5929267824
950 0.79458451  0.1582211949 -0.5861753236
951 0.7968474411  0.173108672 -0.5788501907
952 0.771173071  0.1990829729 -0.6046966714
953 0.7653731652  0.2467035543 -0.5944251629
954 0.7608068436  0.2625007976 -0.5935202423
955 0.7364435423  0.3041632226 -0.6042645473
956 0.7146116378  0.3122507255 -0.6259630113
957 0.7124180966  0.3519877055 -0.6070956357
958 0.702979985  0.3554832515 -0.615995778
959 0.7087384745  0.3846636289 -0.5913743885
960 0.6792236579  0.398072992 -0.6165980179
961 0.671842624  0.4360700405 -0.5987239834
962 0.6492250567  0.4829379426 -0.5876034116
963 0.6460277731  0.5177639099 -0.5608641993
964 0.6127091337  0.5306819331 -0.585631457
965 0.5890562531  0.5364185473 -0.6043739512
966 0.5529287328  0.535158357 -0.6386511953
967 0.5449864697  0.5696163015 -0.6152454932
968 0.5381818088  0.6033959726 -0.5884502025
969 0.5319552567  0.6302720695 -0.5654915766
970 0.504069972  0.6637499781 -0.5525843193
971 0.4666108254  0.6911985626 -0.5518322976
972 0.4593993637  0.7078841572 -0.5365186339
973 0.4397663684  0.7402808555 -0.5085172526
974 0.3983620315  0.7661730342 -0.5042683547
975 0.3565044839  0.7934782759 -0.4932512328
976 0.3146784475  0.795871912 -0.5172672175
977 0.2706045169  0.8108705823 -0.5189047064
978 0.2403801336  0.8326635996 -0.4988874835
979 0.2129636279  0.8213562602 -0.5291695258
980 0.1912865774  0.8130385448 -0.5498888706
981 0.1658845471  0.8366968772 -0.521939319
982 0.1488617088  0.835298843 -0.5292598932
983 0.1057097402  0.8434841982 -0.5266496541
984 0.05647569897  0.8572255953 -0.5118347137
985 0.01886988566  0.8732776816 -0.4868572873
986 -0.02021807601  0.8582326398 -0.5128625209
987 -0.05197555187  0.8724807635 -0.4858763827
988 -0.09532156612  0.8810081692 -0.4633987537
989 -0.1137112871  0.8824079587 -0.4565368963
990 -0.1650337777  0.8722590484 -0.4603563888
991 -0.1922713281  0.852708524 -0.4857158732
992 -0.2254606844  0.8632911682 -0.4515482684
993 -0.2733123761  0.8526931309 -0.4452131731
994 -0.3086042759  0.8566270802 -0.4134651695
995 -0.3294887664  0.839667566 -0.4317354879
996 -0.3745458394  0.8328235309 -0.4075786802
997 -0.4119526666  0.8290619349 -0.378089022
998 -0.4366958159  0.8014535856 -0.4086182993
999 -0.4752568368  0.791074368 -0.3851393039
1000 -0.5154870073  0.7777687787 -0.3596510424
