0 0.784602  -0 0.62
5671 -0.7844709248  0.4794132467 0.3934060332
5681 -0.7404554616  0.5373854222 0.4036615134
5691 -0.691746271  0.5913700244 0.4144497446
5701 -0.6386878559  0.64098524 0.4256944266
5711 -0.5816554799  0.6858801584 0.4373160311
5721 -0.5210525128  0.7257372544 0.4492323637
5731 -0.457307578  0.7602746331 0.4613591457
5741 -0.390871521  0.7892480245 0.4736106101
5751 -0.3222142204  0.8124525102 0.4859001078
5761 -0.2518212653  0.8297239736 0.498140721
5771 -0.18019052  0.8409402601 0.5102458775
5781 -0.1078286034  0.8460220411 0.522129963
5791 -0.03524730589  0.8449333753 0.5337089269
5801 0.03704003077  0.8376819628 0.5449008766
5811 0.1085221438  0.8243190904 0.5556266566
5821 0.1786934655  0.8049392692 0.5658104084
5831 0.247057699  0.7796795661 0.575380107
5841 0.3131313283  0.7487186342 0.5842680704
5851 0.3764470379  0.7122754493 0.5924114381
5861 0.4365570182  0.6706077614 0.5997526158
5871 0.4930361327  0.6240102714 0.6062396829
5881 0.5454849245  0.5728125469 0.6118267591
5891 0.593532442  0.5173766915 0.6164743299
5901 0.636838862  0.4580947834 0.6201495249
5911 0.6750978936  0.3953861027 0.6228263514
5921 0.7080389441  0.3296941656 0.6244858772
5931 0.7354290331  0.2614835882 0.6251163654
5941 0.7570744404  0.1912367998 0.6247133568
5951 0.7728220754  0.119450631 0.6232797017
5961 0.7825605607  0.04663280005 0.6208255397
5971 0.7862210195  -0.02670167817 0.6173682279
5981 0.7837775626  -0.1000341348 0.6129322183
5991 0.7752474715  -0.1728459153 0.6075488848
6001 0.7606910767  -0.2446220477 0.6012563011
6011 0.7402113301  -0.3148548846 0.5940989719
6021 0.7139530778  -0.383047694 0.5861275175
6031 0.682102035  -0.4487181721 0.5773983165
6041 0.6448834727  -0.5114018548 0.5679731063
6051 0.6025606245  -0.5706554025 0.5579185473
6061 0.5554328249  -0.6260597356 0.5473057505
6071 0.5038333919  -0.6772229987 0.5362097755
6081 0.4481272699  -0.7237833319 0.5247090988
6091 0.3887084485  -0.7654114303 0.5128850596
6101 0.3259971758  -0.8018128729 0.5008212837
6111 0.2604369862  -0.8327302048 0.4886030927
6121 0.1924915637  -0.8579447584 0.4763169002
6131 0.1226414619  -0.8772781998 0.4640496007
6141 0.0513807056  -0.8905937901 0.4518879552
6151 -0.02078670317  -0.8977973525 0.4399179774
6161 -0.09335035013  -0.8988379383 0.4282243253
6171 -0.1657970185  -0.8937081874 0.4168897029
6181 -0.2376143189  -0.8824443804 0.4059942746
6191 -0.3082943132  -0.8651261816 0.3956150988
6201 -0.3773371069  -0.8418760761 0.3858255826
6211 -0.4442543853  -0.8128585032 0.3766949627
6221 -0.5085728661  -0.7782786934 0.3682878157
6231 -0.5698376479  -0.738381217 0.3606636016
6241 -0.6276154267  -0.693448254 0.3538762428
6251 -0.6814975611  -0.6437975989 0.3479737432
6261 -0.7311029619  -0.5897804126 0.3429978485
6271 -0.776080788  -0.5317787389 0.3389837509
6281 -0.8161129273  -0.4702028026 0.3359598402
6291 -0.850916247  -0.4054881079 0.3339475032
6301 -0.8802445957  -0.3380923583 0.3329609722
6311 -0.9038905446  -0.2684922193 0.3330072244
6321 -0.9216868545  -0.1971799477 0.3340859327
6331 -0.9335076586  -0.1246599091 0.336189468
6341 -0.9392693527  -0.05144501153 0.3393029529
6351 -0.9389311866  0.02194692257 0.3434043671
6361 -0.9324955523  0.09499681866 0.3484647033
6371 -0.9200079667  0.1671880213 0.354448172
6381 -0.9015567505  0.2380099482 0.361312455
6391 -0.8772724027  0.3069617016 0.3690090043
6401 -0.8473266779  0.3735556108 0.3774833858
6411 -0.811931372  0.437320681 0.386675664
6421 -0.7713368233  0.4978059252 0.3965208264
6431 -0.7258301431  0.5545835531 0.4069492426
6441 -0.6757331839  0.6072519972 0.4178871571
6451 -0.621400264  0.6554387526 0.4292572113
6461 -0.563215661  0.6988030121 0.4409789899
6471 -0.501590894  0.7370380759 0.4529695903
6481 -0.4369618132  0.7698735215 0.4651442085
6491 -0.3697855174  0.7970771157 0.477416739
6501 -0.3005371208  0.8184564576 0.4897003839
6511 -0.2297063927  0.833860339 0.5019082667
6521 -0.1577942939  0.8431798141 0.5139540465
6531 -0.08530943331  0.8463489697 0.5257525293
6541 -0.0127644706  0.8433453919 0.5372202698
6551 0.05932750933  0.8341903241 0.5482761619
6561 0.1304566254  0.8189485173 0.5588420125
6571 0.2001198066  0.7977277714 0.5688430942
6581 0.2678243498  0.7706781735 0.5782086739
6591 0.3330914049  0.737991036 0.5868725132
6601 0.3954593609  0.6998975437 0.5947733368
6611 0.4544871115  0.6566671184 0.6018552658
6621 0.5097571743  0.6086055139 0.6080682131
6631 0.5608786436  0.5560526528 0.6133682373
6641 0.6074899555  0.4993802231 0.6177178537
6651 0.6492614445  0.4389890489 0.6210862996
6661 0.6858976758  0.3753062558 0.6234497515
6671 0.7171395343  0.3087822495 0.6247914938
6681 0.7427660573  0.239887531 0.625102037
6691 0.7625959974  0.1691093682 0.6243791847
6701 0.7764891046  0.09694835013 0.6226280493
6711 0.7843471177  0.02391484614 0.6198610159
6721 0.7861144598  -0.04947460356 0.6160976543
6731 0.781778631  -0.1227009413 0.6113645812
6741 0.7713702971  -0.1952462631 0.6056952712
6751 0.7549630724  -0.2665974814 0.5991298209
6761 0.7326729993  -0.3362499543 0.5917146646
6771 0.7046577277  -0.4037110544 0.5835022462
6781 0.6711153995  -0.468503653 0.5745506486
6791 0.6322832475  -0.5301694949 0.564923182
6801 0.5884359178  -0.5882724393 0.5546879373
6811 0.5398835269  -0.6424015445 0.5439173034
6821 0.4869694685  -0.6921739744 0.5326874562
6831 0.4300679848  -0.7372377058 0.5210778192
6841 0.3695815198  -0.7772740187 0.5091705019
6851 0.3059378727  -0.8119997504 0.4970497193
6861 0.2395871723  -0.8411692975 0.4848011961
6871 0.1709986933  -0.8645763541 0.4725115605
6881 0.1006575378  -0.8820553699 0.4602677313
6891 0.02906120345  -0.8934827218 0.4481563035
6901 -0.04328393429  -0.8987775876 0.4362629356
6911 -0.1158662041  -0.8979025184 0.424671744
6921 -0.1881722575  -0.8908637028 0.4134647077
6931 -0.2596906996  -0.8777109234 0.402721089
6941 -0.3299157061  -0.8585372046 0.3925168724
6951 -0.3983506004  -0.833478155 0.3829242278
6961 -0.4645113671  -0.8027110079 0.3740109994
6971 -0.5279300747  -0.7664533677 0.3658402264
6981 -0.5881581855  -0.7249616716 0.3584696969
6991 -0.6447697274  -0.6785293749 0.3519515392
7001 -0.6973643074  -0.6274848764 0.3463318533
7011 -0.7455699429  -0.5721891951 0.3416503846
7021 -0.7890456926  -0.5130334172 0.337940243
7031 -0.8274840683  -0.4504359299 0.3352276685
7041 -0.8606132091  -0.3848394627 0.333531846
7051 -0.8881988046  -0.3167079553 0.3328647693
7061 -0.9100457518  -0.2465232773 0.3332311562
7071 -0.9259995352  -0.1747818193 0.3346284154
7081 -0.9359473196  -0.1019909828 0.3370466649
7091 -0.939818748  -0.02866559082 0.3404688014
7101 -0.9375864394  0.0446757526 0.3448706218
7111 -0.9292661822  0.1175143307 0.3502209939
7121 -0.914916823  0.1893349827 0.3564820772
7131 -0.8946398496  0.2596297471 0.3636095899
7141 -0.8685786743  0.3279014545 0.3715531223
7151 -0.8369176186  0.3936672439 0.3802564935
7161 -0.79988061  0.4564619776 0.3896581486
7171 -0.7577295984  0.5158415313 0.399691594
7181 -0.710762703  0.5713859349 0.4102858679
7191 -0.6593121042  0.6227023431 0.4213660418
7201 -0.603741694  0.6694278134 0.4328537507
7211 -0.5444445022  0.7112318738 0.4446677475
7221 -0.4818399171  0.7478188593 0.4567244771
7231 -0.4163707186  0.7789300035 0.4689386679
7241 -0.3484999474  0.8043452688 0.4812239346
7251 -0.2787076295  0.8238849022 0.4934933892
7261 -0.2074873811  0.8374107073 0.5056602554
7271 -0.1353429181  0.8448270212 0.5176384827
7281 -0.06278449264  0.8460813912 0.5293433545
7291 0.009674715198  0.8411649458 0.5406920879
7301 0.08152222706  0.8301124576 0.5516044183
7311 0.1522498909  0.8130020971 0.5620031679
7321 0.221357475  0.7899548802 0.5718147913
7331 0.2883562059  0.7611338118 0.5809698952
7341 0.3527722253  0.7267427332 0.5894037299
7351 0.4141499414  0.6870248806 0.5970566468
7361 0.4720552515  0.6422611644 0.6038745203
7371 0.5260786117  0.5927681827 0.6098091307
7381 0.5758379339  0.5388959819 0.6148185054
7391 0.6209812882  0.481025581 0.6188672153
7401 0.6611893914  0.4195662771 0.6219266257
7411 0.696177866  0.3549527502 0.6239750989
7421 0.7256992508  0.2876419888 0.6249981469
7431 0.7495447515  0.2181100583 0.6249885343
7441 0.7675457173  0.1468487335 0.6239463289
7451 0.7795748336  0.07436202042 0.6218789019
7461 0.7855470229  0.001162592128 0.6188008752
7471 0.7854200459  -0.0722318377 0.6147340182
7481 0.7791948005  -0.1453021762 0.609707094
7491 0.7669153157  -0.2175316226 0.6037556556
7501 0.7486684399  -0.2884093236 0.5969217949
7511 0.7245832266  -0.3574339861 0.5892538445
7521 0.694830022  -0.4241174231 0.5808060364
7531 0.6596192599  -0.487988006 0.571638118
7541 0.6191999734  -0.5485940008 0.5618149296
7551 0.5738580337  -0.6055067625 0.5514059463
7561 0.5239141282  -0.6583237672 0.5404847859
7571 0.4697214923  -0.7066714586 0.5291286888
7581 0.4116634112  -0.7502078904 0.5174179714
7591 0.3501505089  -0.7886251447 0.5054354581
7601 0.2856178443  -0.8216515095 0.4932658957
7611 0.218521834  -0.8490534009 0.480995354
7621 0.149337024  -0.8706370145 0.4687106168
7631 0.07855273382  -0.8862496968 0.4564985683
7641 0.006669595542  -0.8957810246 0.4444455788
7651 -0.06580398708  -0.8991635856 0.4326368935
7661 -0.1383554343  -0.8963734559 0.4211560297
7671 -0.2104716155  -0.8874303687 0.4100841863
7681 -0.2816424789  -0.8723975747 0.3994996693
7691 -0.3513646582  -0.8513813952 0.3894773381
7701 -0.4191450334  -0.8245304696 0.3800880761
7711 -0.4845042182  -0.7920347047 0.371398289
7721 -0.5469799504  -0.7541239308 0.3634694359
7731 -0.6061303616  -0.7110662769 0.3563575938
7741 -0.6615371019  -0.663166274 0.3501130614
7751 -0.7128082995  -0.6107627014 0.3447800035
7761 -0.7595813314  -0.5542261902 0.3403961383
7771 -0.8015253889  -0.4939566028 0.3369924709
7781 -0.8383438167  -0.4303802039 0.3345930738
7791 -0.8697762114  -0.3639466462 0.3332149169
7801 -0.8956002628  -0.2951257903 0.3328677472
7811 -0.915633327  -0.224404381 0.33355402
7821 -0.9297337173  -0.1522826052 0.3352688818
7831 -0.9378017068  -0.07927055402 0.3380002041
7841 -0.9397802337  -0.005884615313 0.3417286695
7851 -0.9356553049  0.06735617881 0.3464279083
7861 -0.9254560945  0.1399338227 0.3520646849
7871 -0.9092547383  0.2113350011 0.358599133
7881 -0.8871658228  0.2810547192 0.3659850376
7891 -0.8593455752  0.3485998748 0.3741701614
7901 -0.8259907585  0.4134927454 0.383096615
7911 -0.7873372796  0.4752743673 0.3927012656
7921 -0.7436585209  0.5335077815 0.4029161839
7931 -0.6952634071  0.5877811242 0.4136691247
7941 -0.6424942197  0.6377105397 0.4248840373
7951 -0.5857241766  0.6829428955 0.4364816037
7961 -0.5253547923  0.7231582795 0.4483797999
7971 -0.4618130381  0.7580722631 0.4604944753
7981 -0.3955483225  0.7874379123 0.4727399484
7991 -0.3270293124  0.8110475348 0.4850296127
8001 -0.2567406185  0.8287341483 0.4972765491
8011 -0.1851793679  0.8403726621 0.5093941406
8021 -0.112851688  0.8458807615 0.5212966851
8031 -0.04026912702  0.8452194898 0.5329000014
8041 0.03205496436  0.8383935243 0.5441220246
8051 0.1036090634  0.8254511428 0.5548833866
8061 0.1738870933  0.8064838826 0.5651079772
8071 0.2423920024  0.7816258924 0.5747234826
8081 0.3086392797  0.7510529843 0.5836618968
8091 0.3721603818  0.7149813898 0.5918600024
8101 0.4325060462  0.6736662306 0.5992598182
8111 0.4892494696  0.6273997144 0.6058090085
8121 0.5419893257  0.576509068 0.6114612541
8131 0.5903526043  0.521354223 0.6161765792
8141 0.6339972489  0.4623252702 0.6199216344
8151 0.6726145765  0.3998397006 0.6226699328
8161 0.7059314604  0.3343394526 0.6244020369
8171 0.733712262  0.2662877862 0.6251056963
8181 0.7557604975  0.1961660069 0.6247759344
8191 0.7719202275  0.1244700614 0.6234150834
8201 0.78207716  0.05170702958 0.621032768
8211 0.7861594586  -0.02160846118 0.6176458371
8221 0.7841382504  -0.09495787634 0.6132782451
8231 0.7760278309  -0.1678224414 0.6079608818
8241 0.761885562  -0.2396868109 0.6017313546
8251 0.7418114669  -0.3100427137 0.5946337219
8261 0.7159475226  -0.3783925471 0.5867181821
8271 0.6844766554  -0.444252897 0.5780407181
8281 0.6476214475  -0.5071579562 0.5686627016
8291 0.6056425628  -0.5666628194 0.5586504589
8301 0.5588369028  -0.6223466296 0.5480748021
8311 0.5075355073  -0.6738155547 0.5370105279
8321 0.4521012128  -0.7207055731 0.5255358887
8331 0.3929260862  -0.762685048 0.5137320395
8341 0.3304286521  -0.7994570732 0.5016824633
8351 0.2650509327  -0.830761573 0.4894723812
8361 0.1972553211  -0.8563771414 0.4771881495
8371 0.1275213115  -0.8761226082 0.464916649
8381 0.0563421078  -0.8898583205 0.4527446701
8391 -0.015778865  -0.89748713 0.4407582999
8401 -0.08833152096  -0.8989550805 0.4290423122
8411 -0.1608027211  -0.8942517893 0.4176795688
8421 -0.2326799024  -0.8834105207 0.4067504333
8431 -0.3034547032  -0.8665079507 0.3963322022
8441 -0.3726265588  -0.8436636246 0.386498559
8451 -0.4397062412  -0.815039112 0.3773190525
8461 -0.5042193199  -0.7808368632 0.368858605
8471 -0.5657095169  -0.7412987782 0.3611770534
8481 -0.6237419341  -0.6967044953 0.3543287258
8491 -0.6779061289  -0.6473694135 0.3483620571
8501 -0.7278190175  -0.5936424618 0.343319247
8511 -0.7731275838  -0.5359036313 0.3392359609
8521 -0.8135113766  -0.4745612878 0.3361410779
8531 -0.848684776  -0.4100492833 0.3340564868
8541 -0.878399013  -0.3428238877 0.3329969308
8551 -0.9024439297  -0.273360562 0.3329699038
8561 -0.9206494651  -0.2021505949 0.3339755969
8571 -0.9328868581  -0.1296976287 0.3360068973
8581 -0.9390695582  -0.05651409705 0.3390494385
8591 -0.9391538374  0.01688239952 0.343081702
8601 -0.9331390999  0.08997275417 0.3480751696
8611 -0.921067886  0.1622400253 0.3539945247
8621 -0.9030255713  0.2331730927 0.3607979025
8631 -0.8791397628  0.3022702725 0.3684371858
8641 -0.8495793965  0.3690428653 0.3768583455
8651 -0.8145535427  0.4330186129 0.3860018226
8661 -0.7743099268  0.4937450378 0.3958029496
8671 -0.7291331779  0.5507926443 0.4061924075
8681 -0.6793428152  0.6037579551 0.4170967166
8691 -0.6252909885  0.6522663661 0.4284387558
8701 -0.5673599871  0.6959747947 0.440138308
8711 -0.5059595368  0.7345741072 0.4521126277
8721 -0.4415239013  0.7677913048 0.464277026
8731 -0.3745088109  0.7953914544 0.4765454699
8741 -0.3053882398  0.8171793502 0.4888311902
8751 -0.2346510534  0.8330008946 0.5010472958
8761 -0.1627975508  0.8427441878 0.5131073878
8771 -0.09033592632  0.8463403191 0.5249261708
8781 -0.01777867551  0.8437638546 0.5364200558
8791 0.05436102989  0.8350330172 0.5475077521
8801 0.1255729713  0.8202095571 0.5581108414
8811 0.1953534918  0.7993983157 0.568154333
8821 0.2632090585  0.7727464836 0.577567194
8831 0.328659753  0.7404425601 0.5862828515
8841 0.3912426657  0.7027150195 0.5942396636
8851 0.4505151699  0.6598306955 0.6013813557
8861 0.506058052  0.6120928939 0.6076574176
8871 0.5574784769  0.5598392474 0.6130234619
8881 0.6044127663  0.5034393276 0.6174415369
8891 0.6465289703  0.4432920312 0.6208803956
8901 0.6835292162  0.3798227589 0.6233157165
8911 0.7151518141  0.3134804065 0.6247302758
8921 0.7411731087  0.2447341899 0.625114069
8931 0.7614090605  0.174070327 0.6244643816
8941 0.7757165477  0.1019885982 0.6227858086
8951 0.7839943787  0.02899881212 0.6200902217
8961 0.786184007  -0.04438280017 0.6163966857
8971 0.7822699463  -0.1176372365 0.6117313231
8981 0.7722798793  -0.190246394 0.6061271299
8991 0.756284462  -0.2616967339 0.5996237421
9001 0.7343968243  -0.331482913 0.592267155
9011 0.7067717697  -0.3991113583 0.5841093983
9021 0.6736046803  -0.4641037576 0.5752081682
9031 0.6351301351  -0.5260004426 0.5656264189
9041 0.5916202508  -0.5843636398 0.5554319177
9051 0.5433827573  -0.6387805668 0.5446967656
9061 0.4907588212  -0.6888663517 0.5334968874
9071 0.4341206328  -0.7342667553 0.5219114946
9081 0.3738687738  -0.7746606764 0.5100225253
9091 0.3104293842  -0.8097624229 0.4979140648
9101 0.244251148  -0.8393237322 0.4856717506
9111 0.1758021204  -0.8631355274 0.4733821668
9121 0.1055664169  -0.8810293957 0.4611322322
9131 0.03404078956  -0.8928787799 0.4490085847
9141 -0.03826888633  -0.898599873 0.4370969693
9151 -0.1108511903  -0.8981522114 0.4254816315
9161 -0.1831927735  -0.8915389609 0.414244721
9171 -0.2547819899  -0.8788068942 0.4034657114
9181 -0.3251125145  -0.8600460602 0.3932208377
9191 -0.3936869246  -0.8353891473 0.383582557
9201 -0.4600202178  -0.8050105445 0.3746190365
9211 -0.5236432426  -0.7691251083 0.366393671
9221 -0.5841060161  -0.7279866434 0.3589646348
9231 -0.6409809066  -0.6818861069 0.35238447
9241 -0.6938656584  -0.631149551 0.3466997149
9251 -0.7423862368  -0.5761358168 0.3419505754
9261 -0.7861994729  -0.5172339965 0.3381706398
9271 -0.8249954916  -0.4548606811 0.3353866419
9281 -0.8584999026  -0.3894570144 0.3336182717
9291 -0.8864757412  -0.3214855729 0.3328780359
9301 -0.9087251444  -0.2514270937 0.3331711699
9311 -0.9250907504  -0.1797770752 0.3344956006
9321 -0.9354568111  -0.1070422718 0.3368419608
9331 -0.9397500114  -0.03373711059 0.3401936558
9341 -0.9379399871  0.03961994771 0.3445269807
9351 -0.93003954  0.1125100752 0.3498112878
9361 -0.9161045474  0.1844177463 0.3560092036
9371 -0.8962335667  0.2548343843 0.3630768933
9381 -0.8705671386  0.3232619577 0.3709643702
9391 -0.8392867926  0.3892165031 0.3796158499
9401 -0.8026137638  0.4522315479 0.3889701444
9411 -0.7608074276  0.5118614095 0.3989610953
9421 -0.7141634656  0.5676843476 0.409518041
9431 -0.6630117741  0.6193055467 0.4205663172
9441 -0.607714131  0.666359909 0.4320277846
9451 -0.548661637  0.708514636 0.4438213815
9461 -0.4862719497  0.7454715827 0.4558636972
9471 -0.4209863291  0.7769693661 0.468069562
9481 -0.3532665176  0.802785214 0.4803526494
9491 -0.2835914734  0.8227365403 0.4926260869
9501 -0.2124539834  0.8366822368 0.5048030701
9511 -0.140357178  0.8445236708 0.5167974768
9521 -0.06781097236  0.8462053829 0.5285244762
9531 0.00467153982  0.8417154793 0.5399011286
9541 0.0765777154  0.8310857157 0.5508469721
9551 0.1473989874  0.8143912729 0.561284592
9561 0.2166344621  0.7917502249 0.5711401677
9571 0.2837944615  0.7633227042 0.5803439952
9581 0.3484039866  0.7293097687 0.5888309803
9591 0.4100060772  0.68995198 0.5965410983
9601 0.4681650434  0.6455277019 0.6034198192
9611 0.5224695476  0.5963511317 0.609418493
9621 0.5725355131  0.5427700781 0.6144946937
9631 0.6180088412  0.4851635009 0.6186125198
9641 0.658567915  0.4239388311 0.6217428478
9651 0.6939258745  0.3595290894 0.6238635384
9661 0.7238326456  0.2923898229 0.6249595928
9671 0.748076708  0.2229958842 0.6250232592
9681 0.7664865922  0.1518380719 0.6240540873
9691 0.7789320915  0.07941966015 0.6220589317
9701 0.7853251832  0.006252838837 0.619051903
9711 0.7856206513  -0.06714490897 0.6150542687
9721 0.7798164059  -0.1402544669 0.6100943022
9731 0.7679534985  -0.2125587569 0.6042070829
9741 0.7501158309  -0.2835463962 0.5974342486
9751 0.7264295628  -0.3527153142 0.5898237003
9761 0.6970622185  -0.4195763037 0.5814292639
9771 0.6622215029  -0.4836564803 0.5723103094
9781 0.6221538318  -0.5445026275 0.5625313309
9791 0.5771425896  -0.6016844019 0.5521614906
9801 0.5275061248  -0.6547973769 0.5412741297
9811 0.4735954984  -0.7034659031 0.5299462493
9821 0.4157920009  -0.7473457649 0.5182579664
9831 0.354504456  -0.7861266154 0.5062919467
9841 0.2901663285  -0.8195341711 0.4941328205
9851 0.2232326591  -0.8473321519 0.4818665835
9861 0.1541768458  -0.8693239522 0.4695799892
9871 0.08348729571  -0.8853540316 0.457359935
9881 0.01166397075  -0.8953090145 0.4452928478
9891 -0.06078514831  -0.8991184926 0.4334640723
