0 0  0 1
584 -0.005532743216  -0.007521150561 0.9999564096
585 -0.0338258511  0.005311463116 0.9994136282
586 -0.006305086625  0.01884837091 0.9998024729
587 -0.01203142204  -0.01241655381 0.9998505259
588 -0.03316364921  0.009936129367 0.9994005432
589 -0.002281776396  0.01203239543 0.9999250047
590 -0.01901335508  -0.01493252706 0.9997077133
591 -0.0299240733  0.01359533872 0.9994597123
592 -0.0002007971895  0.003858412701 0.9999925361
593 -0.02551007622  -0.01495986453 0.9995626236
594 -0.02461919103  0.01549704491 0.999576779
595 -0.0003964631747  -0.004741257592 0.9999886816
596 -0.03059500214  -0.01275623699 0.9994504611
597 -0.01803260489  0.01510206218 0.9997233382
598 -0.002840923193  -0.01277377386 0.9999143763
599 -0.03351805811  -0.008904844179 0.9993984408
600 -0.01110549937  0.0122061931 0.9998638291
601 -0.007148238967  -0.01932766396 0.9997876495
602 -0.03381471124  -0.004225918289 0.9994191848
603 -0.004799820952  0.006973802518 0.9999641633
604 -0.01263142099  -0.02370267822 0.9996392501
605 -0.03137385044  0.0003459126731 0.9995076597
606 4.159587256e-05  -8.241976676e-05 0.9999999957
607 -0.01840382105  -0.02550850591 0.9995051853
608 -0.0264548707  0.003900699491 0.9996423982
609 0.002817408042  -0.008172906442 0.9999626322
610 -0.02350975011  -0.02471808633 0.9994179846
611 -0.01965145304  0.005688707414 0.9997907076
612 0.003254476637  -0.0163435651 0.9998611385
613 -0.02706511175  -0.02166809418 0.999398806
614 -0.01180703496  0.005232822629 0.9999166023
615 0.001446013863  -0.02361247604 0.9997201408
616 -0.02838767114  -0.01700688033 0.9994523031
617 -0.00389393954  0.002401326598 0.9999895354
618 -0.002164383272  -0.02911069231 0.9995738507
619 -0.02709827513  -0.01159758141 0.9995654954
620 0.003126393948  -0.002569917424 0.9999918106
621 -0.006850195246  -0.03220641908 0.9994577637
622 -0.02317851416  -0.006390356308 0.9997109181
623 0.008441587734  -0.009109452021 0.9999228758
624 -0.01171072985  -0.03259455508 0.9994000469
625 -0.01697640531  -0.0022820663 0.9998532862
626 0.01150446099  -0.01639184909 0.9997994572
627 -0.01580509735  -0.03033886766 0.9994147047
628 -0.009158979229  1.634624644e-05 0.9999580555
629 0.01210993597  -0.02345689686 0.999651501
630 -0.01829196198  -0.02586099832 0.9994981805
631 -0.0006183051926  8.536998894e-05 0.9999998052
632 0.01042150568  -0.02934864619 0.9995149069
633 -0.01855497965  -0.01987803093 0.9996302199
634 0.007655561549  -0.002140372459 0.9999684051
635 0.006943689359  -0.03325381244 0.999422818
636 -0.01629588223  -0.01329755851 0.9997787851
637 0.01471611074  -0.006361715856 0.9998714741
638 0.002444878129  -0.03461939748 0.9993975785
639 -0.01158163591  -0.007085218316 0.9999078284
640 0.01979546515  -0.0119584861 0.9997325313
641 -0.0021579431  -0.03323267438 0.9994453125
642 -0.004838517015  -0.00212376598 0.9999860391
643 0.02241306949  -0.01808045891 0.9995852897
644 -0.005935843996  -0.0292522048 0.9995544379
645 0.003206419633  0.0009157365865 0.9999944401
646 0.02244211657  -0.02377213698 0.9994654756
647 -0.008086316319  -0.02318549624 0.9996984767
648 0.01162818947  0.001671558044 0.9999309932
649 0.02012429459  -0.02811288301 0.9994021606
650 -0.008053445589  -0.01581638817 0.9998424795
651 0.01943599972  0.0001431950327 0.9998110929
652 0.01603109281  -0.03035197266 0.9994107073
653 -0.005612389852  -0.008092405088 0.9999515059
654 0.02571510325  -0.00331016899 0.9996638316
655 0.01097756122  -0.03001913098 0.9994890419
656 -0.0009055882195  -0.0009882182083 0.9999991017
657 0.02975742617  -0.00802424973 0.9995249407
658 0.005901063406  -0.0269947509 0.9996181575
659 0.005574965054  0.004634896665 0.9999737184
660 0.03116187545  -0.01312897381 0.9994281203
661 0.001722430916  -0.02152968604 0.9997667257
662 0.01305705338  0.008152869812 0.999881515
663 0.02988994084  -0.01767773051 0.9993968628
664 -0.000790516462  -0.01421156415 0.9998986981
665 0.0205990353  0.009267550354 0.9997448636
666 0.02626885965  -0.02078766921 0.9994387524
667 -0.001137245661  -0.005882169171 0.9999820532
668 0.02722567463  0.008047249558 0.999596921
669 0.02094214184  -0.02177080665 0.9995436252
670 0.0008403078955  0.002482378557 0.9999965658
671 0.03206889852  0.004913365588 0.9994735837
672 0.01477464269  -0.02023713048 0.999686035
673 0.004932982441  0.009911236117 0.9999387147
674 0.03449287155  0.0005754077879 0.9994047782
675 0.008725748553  -0.01615480301 0.9998314276
676 0.01059392498  0.0155776771 0.9998225366
677 0.03418534974  -0.004075772796 0.9994071993
678 0.003708857526  -0.009858528732 0.9999445254
679 0.01701808675  0.01891660652 0.9996762209
680 0.03120234763  -0.008100894164 0.9994802594
681 0.000457539072  -0.002004498053 0.9999978863
682 0.02325980448  0.01970346819 0.9995352694
683 0.02595986123  -0.01065210982 0.9996062316
684 -0.0005819281457  0.006521863309 0.9999785631
685 0.02837099411  0.01808318467 0.9994338823
686 0.01917382966  -0.01109973611 0.9997545499
687 0.0006843731718  0.01473198269 0.9998912442
688 0.03153967319  0.0145452737 0.99939666
689 0.01175680478  -0.009127516014 0.9998892269
690 0.003985062894  0.0216754922 0.9997571167
691 0.03220877045  0.009849116835 0.9994326341
692 0.004686055783  -0.004782392533 0.9999775846
693 0.008724525371  0.02657592695 0.9996087248
694 0.03015822525  0.004910385637 0.9995330758
695 -0.001137810979  0.001528823907 0.999998184
696 0.01407169149  0.02894081249 0.9994820743
697 0.02553865534  0.0006650076962 0.9996736142
698 -0.005020962739  0.009095757784 0.9999460271
699 0.01908323825  0.02863020607 0.9994078954
700 0.01885166202  -0.002069797717 0.9998201492
701 -0.006575892141  0.01700564543 0.999833769
702 0.02284306395  0.02587404375 0.9994041866
703 0.01087935272  -0.002717332854 0.9999371259
704 -0.00577564387  0.02427445612 0.9996886479
705 0.02459781505  0.02123611251 0.999471848
706 0.002572990749  -0.001028219652 0.9999961612
707 -0.00295482599  0.02998852173 0.9995458757
708 0.02386900435  0.01553002233 0.9995944623
709 -0.005083185473  0.002880808982 0.9999829309
710 0.001242449018  0.03343582041 0.9994400944
711 0.02052561832  0.009699258006 0.9997422785
712 -0.01121301841  0.00854212752 0.9999006452
713 0.005959724121  0.03420784805 0.9993969706
714 0.01480661297  0.004678480345 0.9998794307
715 -0.01517349961  0.01520435029 0.9997692697
716 0.01025607635  0.03225754053 0.9994269678
717 0.007289727628  0.001256083261 0.9999726407
718 -0.01664536218  0.02194141509 0.9996206812
719 0.01324614459  0.02790514011 0.9995228075
720 -0.001189220126  -4.189388083e-05 0.999999292
721 -0.01567599093  0.02778737858 0.9994909329
722 0.0142321711  0.02179127582 0.9996612354
723 -0.009655017242  0.0009707315839 0.9999529181
724 -0.01266867739  0.0318770267 0.9994115067
725 0.01280905421  0.01478392659 0.9998086635
726 -0.01713234399  0.00411300441 0.9998447709
727 -0.008320174767  0.03357182724 0.9994016746
728 0.0089270988  0.007852493186 0.9999293201
729 -0.02278507746  0.008863875283 0.9997010913
730 -0.003515898499  0.03255314006 0.999463822
731 0.002903037653  0.001927083091 0.9999939293
732 -0.02603503589  0.01443945195 0.9995567413
733 0.0008019970466  0.02886941757 0.9995828698
734 -0.00462267178  -0.002236462835 0.9999868145
735 -0.02664282749  0.0199088414 0.9994467458
736 0.003774703408  0.02293063862 0.9997299322
737 -0.01277629543  -0.004165854692 0.9999097019
738 -0.02473927763  0.02433141058 0.999397794
739 0.004754844039  0.01545061334 0.9998693265
740 -0.02057578191  -0.003739693983 0.999781302
741 -0.02080323616  0.02689543396 0.9994217633
742 0.003403919358  0.00734521386 0.99996723
743 -0.02707173529  -0.001202922897 0.9996327696
744 -0.01558925398  0.02703815522 0.999512838
745 -0.0002553483963  -0.0003989256501 0.9999998878
746 -0.03148356382  0.002871698118 0.9995001444
747 -0.01001563835  0.02453006581 0.9996489198
748 -0.005839782164  -0.006866129446 0.9999593758
749 -0.03331089467  0.007670101619 0.9994156062
750 -0.005028935246  0.01951123928 0.9997969901
751 -0.0126597721  -0.01134292463 0.9998555237
752 -0.03240423801  0.01225848398 0.9993996673
753 -0.001464308353  0.01247425421 0.9999211213
754 -0.01981864123  -0.01341936464 0.99971353
755 -0.02898496461  0.01572214995 0.9994561951
756 7.790105626e-05  0.004195826833 0.9999911944
757 -0.02634258468  -0.01304552194 0.9995678479
758 -0.02361193864  0.01730159797 0.9995714737
759 -0.0006787786156  -0.004373203096 0.9999902071
760 -0.03132192606  -0.01053507469 0.9994538254
761 -0.01709964044  0.01650630338 0.9997175322
762 -0.003645638329  -0.01224356476 0.9999183989
763 -0.03404299251  -0.006515833613 0.9993991288
764 -0.01039943566  0.01318974711 0.9998589312
765 -0.008381491332  -0.01852893694 0.9997931932
766 -0.0340915664  -0.001834760796 0.9994170294
767 -0.004460982248  0.007574594706 0.9999613618
768 -0.01415750785  -0.02257209814 0.9996449697
769 -0.03141317241  0.002568579428 0.9995031841
770 -9.386392495e-05  0.0002239869388 0.9999999705
771 -0.02006443836  -0.02403729973 0.9995096931
772 -0.02632165903  0.005801875166 0.9996366883
773 0.002150205105  -0.008037214852 0.9999653893
774 -0.02514625117  -0.02295553307 0.9994201867
775 -0.01945479442  0.007153135233 0.9997851487
776 0.002057094436  -0.01623984485 0.9998660089
777 -0.02854055045  -0.01971645006 0.9993981682
778 -0.01168305981  0.006197727946 0.9999125433
779 -0.0002199817599  -0.02340920235 0.9997259429
780 -0.02960544248  -0.01500846228 0.9994489801
781 -0.003984588605  0.00286365475 0.9999879612
782 -0.004184970713  -0.0287046312 0.9995791765
783 -0.02801466782  -0.009715863345 0.9995602935
784 0.002695679089  -0.002554811388 0.9999931031
785 -0.009073884906  -0.03153937739 0.9994613211
786 -0.02380737217  -0.004787796437 0.9997050995
787 0.007581963486  -0.009437458809 0.9999267214
788 -0.01396881556  -0.03166335407 0.9994009727
789 -0.01738523407  -0.001097862117 0.9998482627
790 0.01017859937  -0.01692667451 0.9998049229
791 -0.01793424102  -0.02919708318 0.9994127742
792 -0.009457072417  0.0006853544184 0.999955046
793 0.01033955224  -0.02405109643 0.9996572605
794 -0.02015585608  -0.02461220853 0.9994938622
795 -0.0009386360984  0.0001978682541 0.9999995399
796 0.008286377552  -0.02986602724 0.9995195628
797 -0.02006197279  -0.01866154032 0.9996245616
798 0.007178016956  -0.002564854252 0.9999709484
799 0.004572298192  -0.03358992002 0.9994252405
800 -0.01741003489  -0.01226865526 0.9997731597
801 0.01396641666  -0.007246116682 0.9998762088
802 -1.978080991e-06  -0.03471709741 0.9993971799
803 -0.01232561863  -0.00639282104 0.9999036008
804 0.01869787344  -0.01317966544 0.9997383087
805 -0.004508203558  -0.03309057302 0.9994421895
806 -0.005287942747  -0.001888710053 0.9999842351
807 0.02094443959  -0.019487101 0.9995907079
808 -0.00802887761  -0.02892468846 0.9995493482
809 0.00293638634  0.0006185982738 0.9999954975
810 0.02063762534  -0.02520648149 0.99946922
811 -0.00979399104  -0.02277438563 0.9996926553
812 0.01140196591  0.000824809777 0.9999346553
813 0.0180745885  -0.02943311117 0.9994033226
814 -0.009296542002  -0.01545541663 0.999837339
815 0.01911962996  -0.001209821413 0.9998164712
816 0.01387128314  -0.03145200007 0.999409005
817 -0.006369990382  -0.007926776853 0.9999482934
818 0.02519795389  -0.005070662148 0.9996696212
819 0.008869641915  -0.03084294838 0.9994848883
820 -0.001216085483  -0.001152232936 0.9999985967
821 0.02897033115  -0.01005114022 0.9995297367
822 0.004012277752  -0.02754324906 0.9996125605
823 0.005621376436  0.004038867492 0.9999760436
824 0.03008906169  -0.01525799059 0.999430759
825 0.0002026996911  -0.02185898672 0.9997610433
826 0.0133332859  0.007070954058 0.9998861061
827 0.02857298674  -0.01974366837 0.999396704
828 -0.001828847708  -0.01442310768 0.9998943091
829 0.02096121184  0.007704043083 0.9997506066
830 0.02480210301  -0.02264659028 0.9994358347
831 -0.00163440438  -0.006106010138 0.9999800225
832 0.02753545752  0.006065943729 0.9996024224
833 0.01946019243  -0.02331898851 0.9995386564
834 0.0008839622517  0.002108614976 0.9999973862
835 0.03221475971  0.002630338688 0.9994775088
836 0.01343379459  -0.02142403767 0.9996802208
837 0.00545794102  0.009264635505 0.999942187
838 0.03440719055  -0.001855694151 0.9994061745
839 0.007681973025  -0.01698821913 0.9998261787
840 0.0114909035  0.01457026129 0.9998278185
841 0.03385484936  -0.006483827741 0.999405728
842 0.0030955641  -0.01040111778 0.9999411154
843 0.0181444059  0.01751051028 0.9996820307
844 0.03067035397  -0.01031987845 0.9994762776
845 0.0003663432655  -0.002362309396 0.9999971426
846 0.0244603658  0.01791882176 0.9995401975
847 0.02532005974  -0.01254290853 0.9996007053
848 -0.000114614756  0.006217248501 0.9999806662
849 0.02950077846  0.01599753388 0.9994367329
850 0.01855641841  -0.01256805404 0.9997488201
851 0.001685787797  0.01434502437 0.9998956838
852 0.03248448353  0.01228460832 0.9993967414
853 0.01130905018  -0.01013531026 0.9998846838
854 0.005438359009  0.02108879168 0.9997628154
855 0.03290121297  0.007571795064 0.9994299266
856 0.004550079817  -0.005351178361 0.9999753305
857 0.01050086307  0.02570958699 0.9996143001
858 0.03058662284  0.002786264953 0.9995282363
859 -0.0008467625347  0.001323263825 0.999998766
860 0.01601334813  0.02776620209 0.9994861733
861 0.02574761208  -0.001147218329 0.999667817
862 -0.00423257583  0.009136471454 0.9999493038
863 0.02102530581  0.02717610614 0.9994095236
864 0.01893420365  -0.003443793604 0.999814801
865 -0.005276498489  0.01715347671 0.9998389454
866 0.02463595904  0.02422426848 0.9994029489
867 0.01096179036  -0.003575784414 0.9999335242
868 -0.004011859246  0.02439007184 0.999694468
869 0.02612735164  0.01951894061 0.9994680447
870 0.002794722455  -0.001352548736 0.9999951801
871 -0.0008285678596  0.02995425118 0.9995509273
872 0.02507114061  0.01390095471 0.9995890162
873 -0.004591967635  0.00304909139 0.9999848083
874 0.003586845244  0.03317409849 0.9994431518
875 0.02139375933  0.008319582955 0.9997365111
876 -0.01035242693  0.009108620665 0.9999049256
877 0.008354423374  0.03369356577 0.999397292
878 0.01539042438  0.003692740657 0.9998747414
879 -0.01389073553  0.0160364482 0.9997749146
880 0.01253196415  0.03152250479 0.9994244752
881 0.007685644868  0.00077171379 0.9999701672
882 -0.0149447  0.02288830873 0.9996263208
883 0.01525514996  0.02703399365 0.9995181057
884 -0.0008543878663  3.021106988e-05 0.9999996346
885 -0.01362048469  0.02870243468 0.9994951989
886 0.01586648328  0.02090946306 0.9996554652
887 -0.009244968964  0.001594232244 0.9999559935
888 -0.01037332494  0.03263926922 0.999413364
889 0.01401447032  0.01403944225 0.999803225
890 -0.01652356725  0.005223311866 0.9998498331
891 -0.005937520655  0.03410339645 0.9994006725
892 0.009708581253  0.007394059043 0.9999255329
893 -0.02188723055  0.01034598942 0.9997069119
894 -0.001216147062  0.03283020167 0.9994602037
895 0.003321685658  0.001881932439 0.9999927123
896 -0.02480641974  0.01614415029 0.999561908
897 0.002853499993  0.02892494922 0.9995775132
898 -0.004460779799  -0.001781938494 0.999988463
899 -0.02509866602  0.02167358853 0.999450005
900 0.005439382538  0.02284869527 0.9997241371
901 -0.01273773542  -0.003179747825 0.9999138159
902 -0.02295158597  0.02600294332 0.9993983548
903 0.005939042903  0.01535290643 0.9998644988
904 -0.02052128374  -0.002250496597 0.9997868834
905 -0.01889228386  0.02835075067 0.9994194898
906 0.004070661103  0.007371960292 0.9999645413
907 -0.0268783701  0.0007031631339 0.999638464
908 -0.01370784638  0.02820088211 0.9995082817
909 -8.269359697e-05  -0.000111081009 0.9999999904
910 -0.03106434925  0.005061669647 0.9995045701
911 -0.008328474698  0.02537984666 0.9996431863
912 -0.006082450617  -0.006205870237 0.9999622448
913 -0.03262894061  0.009981696098 0.9994176894
914 -0.003690015936  0.02008480232 0.9997914705
915 -0.0131964429  -0.01024248612 0.999860463
916 -0.03147936607  0.01452181268 0.9993989026
917 -0.0005956570438  0.0128580122 0.9999171549
918 -0.02050425634  -0.01186652699 0.9997193411
919 -0.02789183522  0.01778230036 0.9994527679
920 0.0004031100035  0.004511099707 0.9999897437
921 -0.02703037714  -0.01108759671 0.9995731208
922 -0.02246995053  0.01903895308 0.9995662157
923 -0.0009113329756  -0.003990168495 0.999991624
924 -0.03188542158  -0.008274286787 0.9994572808
925 -0.01605605608  0.0178516577 0.9997117191
926 -0.004389753639  -0.01166382865 0.9999223396
927 -0.03439477041  -0.004096759469 0.9993999281
928 -0.009608169958  0.01413204651 0.9998539735
929 -0.009537349687  -0.01765206586 0.9997987015
930 -0.03419605405  0.0005743669843 0.9994149789
931 -0.004060132805  0.008160189945 0.9999584624
932 -0.01558614288  -0.02134319309 0.9996507091
933 -0.03129162248  0.004798010581 0.9994987811
934 -0.000185261379  0.0005475235161 0.9999998329
935 -0.02160763662  -0.02245733727 0.9995142711
936 -0.0260485922  0.007702741348 0.9996310012
937 0.001516426603  -0.007848920921 0.9999680469
938 -0.02664897824  -0.02108349253 0.9994224924
939 -0.01914642411  0.008616888795 0.9997795575
940 0.0008906332638  -0.01604855935 0.9998708169
941 -0.02987264063  -0.01766290408 0.9993976422
942 -0.01147937948  0.007169817126 0.9999084046
943 -0.001849955642  -0.02308758262 0.9997317346
944 -0.03067941441  -0.01292154684 0.99944575
945 -0.004027733894  0.003349457894 0.9999862792
946 -0.006158626883  -0.02815679762 0.9995845467
947 -0.02879709899  -0.007761642184 0.9995551431
948 0.002283621879  -0.002492648545 0.9999942859
949 -0.01123670903  -0.03071671753 0.9994649667
950 -0.02432219827  -0.003127842927 0.9996992784
951 0.006718434465  -0.009689880532 0.999930482
952 -0.01615242791  -0.0305732418 0.9994020092
953 -0.01770850525  0.0001327102251 0.9998431833
954 0.008834449696  -0.01735565806 0.9998103488
955 -0.0199790428  -0.02790323681 0.9994109501
956 -0.009703937428  0.001396233441 0.9999519409
957 0.008545280288  -0.02451110241 0.9996630352
958 -0.02193223843  -0.023226628 0.9994896201
959 -0.001244464021  0.0003555895555 0.9999991624
960 0.006129788249  -0.03022629695 0.9995242852
961 -0.02148703826  -0.01732918048 0.9996189307
962 0.006679598386  -0.002932914862 0.9999733901
963 0.002187915802  -0.03375434996 0.9994277647
964 -0.01845742914  -0.01114704276 0.9997675063
965 0.01316532264  -0.008056386594 0.9998808774
966 -0.002450214791  -0.03463879164 0.9993968934
967 -0.0130270614  -0.005629562264 0.9998992968
968 0.0175259781  -0.01430496658 0.9997440713
969 -0.006848468509  -0.03277896079 0.9994391618
970 -0.005726248945  -0.00160015881 0.9999823246
971 0.0193878819  -0.02077533355 0.9995961662
972 -0.01010411016  -0.02844417729 0.999544314
973 0.002641761451  0.0003643960686 0.9999964441
974 0.01874118533  -0.02650265792 0.9994730497
975 -0.01148241825  -0.02223474385 0.9996868361
976 0.01111472094  1.83896175e-05 0.9999382294
977 0.01593748092  -0.03060152361 0.9994045945
978 -0.01052711741  -0.01499527716 0.9998321466
979 0.01870882242  -0.002517365573 0.9998218055
980 0.01163496636  -0.03239530237 0.9994074104
981 -0.007130522689  -0.007692658128 0.9999449878
982 0.02455933144  -0.00677429209 0.9996754214
983 0.006699393177  -0.03151539555 0.9994808142
984 -0.001552885191  -0.001276140018 0.99999798
985 0.02804364002  -0.0120061116 0.9995345955
986 0.002075182296  -0.02795618819 0.9996069954
987 0.005612268135  0.003459974103 0.9999782653
988 0.02886878539  -0.01729963659 0.9994334974
989 -0.001354779832  -0.02207781311 0.9997553374
990 0.01352198411  0.005990795114 0.9998906272
991 0.02711093923  -0.021709854 0.9993966576
992 -0.00290048551  -0.01455613491 0.999889847
993 0.02120463931  0.006135450441 0.9997563301
994 0.0232014898  -0.02439959033 0.9994330147
995 -0.002168167795  -0.006286881344 0.9999778868
996 0.02769971021  0.00408083242 0.9996079596
997 0.01786198878  -0.02476363745 0.9995337471
998 0.0008796448519  0.001742393844 0.9999980951
999 0.03219589524  0.0003512143562 0.9994815161
1000 0.01199739886  -0.02251954279 0.9996744133
